condition,generator,dataset,seed,method,n_documents,harmonic_purity,coverage,ari,nmi
neutral,Luna,bills,23,initial,376,0.3983268268668107,0.9388297872340424,0.1940580752984514,0.4819319445476069
neutral,Luna,bills,23,direct_hybrid,376,0.4582397444125667,1.0,0.2295483852598427,0.5134655832104337
neutral,Luna,bills,23,direct_initial,376,0.4582397444125667,1.0,0.2295483852598427,0.5134655832104337
neutral,Luna,bills,23,bertopic,376,0.1454949663746775,1.0,0.0105860969210734,0.1098066181312095
neutral,Luna,bills,23,kmeans,376,0.4050895539205977,1.0,0.2226242754134859,0.4954469565567866
neutral,Luna,ag_news,23,hybrid,799,0.454683555564758,1.0,0.2471466881888815,0.4249840847040552
neutral,Luna,ag_news,23,initial,799,0.454683555564758,1.0,0.2471466881888815,0.4249840847040552
neutral,Luna,ag_news,23,direct_hybrid,799,0.4930472153134113,1.0,0.2381636546130834,0.4046985996814969
neutral,Luna,ag_news,23,direct_initial,799,0.4930472153134113,1.0,0.2381636546130834,0.4046985996814969
neutral,Luna,ag_news,23,bertopic,799,0.5487089763944202,0.5819774718397998,0.3270373071145842,0.4446639410154409
neutral,Luna,ag_news,23,kmeans,799,0.4008565308846498,1.0,0.197879630087584,0.467204849233332
neutral,Luna,ag_news,71,hybrid,799,0.5686086414851177,1.0,0.3425602310200829,0.459123969683622
neutral,Luna,ag_news,71,initial,799,0.5686086414851177,1.0,0.3425602310200829,0.459123969683622
neutral,Luna,ag_news,71,direct_hybrid,799,0.51865630524613,1.0,0.2583941201933318,0.3971855825588932
neutral,Luna,ag_news,71,direct_initial,799,0.51865630524613,1.0,0.2583941201933318,0.3971855825588932
neutral,Luna,ag_news,71,bertopic,799,0.6449848135810301,0.8585732165206508,0.4621547309007234,0.5315969555352946
neutral,Luna,ag_news,71,kmeans,799,0.4314166005154741,1.0,0.2227759603348008,0.4712520245035724
neutral,Luna,bills,71,hybrid,376,0.4443141271638025,0.9414893617021276,0.2484168812914397,0.5131688454916422
neutral,Luna,bills,71,initial,376,0.4443141271638025,0.9414893617021276,0.2484168812914397,0.5131688454916422
neutral,Luna,bills,71,direct_hybrid,376,0.4872554489228864,1.0,0.2708505033702216,0.5318043124141505
neutral,Luna,bills,71,direct_initial,376,0.4872554489228864,1.0,0.2708505033702216,0.5318043124141505
neutral,Luna,bills,71,bertopic,376,0.1454949663746775,1.0,0.0105860969210734,0.1098066181312095
neutral,Luna,bills,71,kmeans,376,0.4390876121608557,1.0,0.2357229984405001,0.502003121358363
neutral,Luna,massive,53,hybrid,360,0.6902390887610674,0.95,0.5129591839732042,0.7194334726020121
neutral,Luna,massive,53,initial,360,0.6902390887610674,0.95,0.5129591839732042,0.7194334726020121
neutral,Luna,massive,53,direct_hybrid,360,0.6233039475774963,1.0,0.3147968785113745,0.6458914940683352
neutral,Luna,massive,53,direct_initial,360,0.6233039475774963,1.0,0.3147968785113745,0.6458914940683352
neutral,Luna,massive,53,bertopic,360,0.5403660940713136,0.6416666666666667,0.2424777235377771,0.620541131149462
neutral,Luna,massive,53,kmeans,360,0.7144361934902849,1.0,0.506518628572588,0.721709498079386
neutral,Luna,sib200,71,hybrid,140,0.522011584738445,0.9642857142857144,0.2457388602436223,0.4198064246476848
neutral,Luna,sib200,71,initial,140,0.522011584738445,0.9642857142857144,0.2457388602436223,0.4198064246476848
neutral,Luna,sib200,71,direct_hybrid,140,0.577555263269549,1.0,0.3014571751999019,0.4842023388798649
neutral,Luna,sib200,71,direct_initial,140,0.577555263269549,1.0,0.3014571751999019,0.4842023388798649
neutral,Luna,sib200,71,bertopic,140,0.2547619047619047,0.0714285714285714,0.0022831912390524,0.0900554234413218
neutral,Luna,sib200,71,kmeans,140,0.479041509076749,1.0,0.1988693101848575,0.4459969087432276
neutral,Luna,sib200,23,hybrid,140,0.4998808327520931,0.9642857142857144,0.230178372015815,0.4163043977806345
neutral,Luna,sib200,23,initial,140,0.4998808327520931,0.9642857142857144,0.230178372015815,0.4163043977806345
neutral,Luna,sib200,23,direct_hybrid,140,0.5569946129933417,1.0,0.2883555920633347,0.4697129150144875
neutral,Luna,sib200,23,direct_initial,140,0.5569946129933417,1.0,0.2883555920633347,0.4697129150144875
neutral,Luna,sib200,23,bertopic,140,0.2627474826963318,0.1214285714285714,0.0042513550669157,0.0904734948161464
neutral,Luna,sib200,23,kmeans,140,0.4274240648698025,1.0,0.1600392734413352,0.3774910573142176
neutral,Luna,sib200,37,hybrid,140,0.467003272393472,0.9642857142857144,0.2106030938692087,0.4089247661253121
neutral,Luna,sib200,37,initial,140,0.467003272393472,0.9642857142857144,0.2106030938692087,0.4089247661253121
neutral,Luna,sib200,37,direct_hybrid,140,0.5573251139586333,1.0,0.2837230056032253,0.5092540006829225
neutral,Luna,sib200,37,direct_initial,140,0.5573251139586333,1.0,0.2837230056032253,0.5092540006829225
neutral,Luna,sib200,37,bertopic,140,0.2547786014826688,0.0357142857142857,0.0015398350410759,0.0671224539525357
neutral,Luna,sib200,37,kmeans,140,0.5083044668372996,1.0,0.2496312404008454,0.4714482889130034
neutral,Luna,sib200,53,hybrid,140,0.4350292653212563,0.9642857142857144,0.1551133923963868,0.4086655422714546
neutral,Luna,sib200,53,initial,140,0.4350292653212563,0.9642857142857144,0.1551133923963868,0.4086655422714546
neutral,Luna,sib200,53,direct_hybrid,140,0.4646415833887429,1.0,0.2237486148720545,0.4430459800983601
neutral,Luna,sib200,53,direct_initial,140,0.4646415833887429,1.0,0.2237486148720545,0.4430459800983601
neutral,Luna,sib200,53,bertopic,140,0.24860853432282,0.0428571428571428,0.0003593526124474,0.0652456169042813
neutral,Luna,sib200,53,kmeans,140,0.4432266508446181,1.0,0.1946150245323254,0.4413101469389625
neutral,Luna,massive,71,hybrid,360,0.6554101299706341,0.95,0.4632241241133479,0.6929042924491895
neutral,Luna,massive,71,initial,360,0.6554101299706341,0.95,0.4632241241133479,0.6929042924491895
neutral,Luna,massive,71,direct_hybrid,360,0.6458607481936224,1.0,0.4643843722269794,0.6983372306953901
neutral,Luna,massive,71,direct_initial,360,0.6422305288554897,1.0,0.4588325927797783,0.6935673720840717
neutral,Luna,massive,71,bertopic,360,0.6167983790610155,0.7166666666666667,0.3003361515842616,0.6533559040960516
neutral,Luna,massive,71,kmeans,360,0.6788813652355394,1.0,0.4466483244605895,0.6962053455972241
neutral,Luna,bills,53,hybrid,376,0.454019137806975,0.9388297872340424,0.2546928786812124,0.4921984953589194
neutral,Luna,bills,53,initial,376,0.454019137806975,0.9388297872340424,0.2546928786812124,0.4921984953589194
neutral,Luna,bills,53,direct_hybrid,376,0.464250878902824,1.0,0.2538021964031032,0.4868294757508351
neutral,Luna,bills,53,direct_initial,376,0.464250878902824,1.0,0.2538021964031032,0.4868294757508351
neutral,Luna,bills,53,bertopic,376,0.2193779956561792,0.875,0.0433965281053222,0.2439055277845649
neutral,Luna,bills,53,kmeans,376,0.3995902834303518,1.0,0.1794981911811293,0.4515486542614982
neutral,Luna,ag_news,53,hybrid,799,0.5137829355308057,1.0,0.2997328395273242,0.4304013822774868
neutral,Luna,ag_news,53,initial,799,0.5137829355308057,1.0,0.2997328395273242,0.4304013822774868
neutral,Luna,ag_news,53,direct_hybrid,799,0.4752651545125267,1.0,0.2481279214613356,0.4078274889780133
neutral,Luna,ag_news,53,direct_initial,799,0.4752651545125267,1.0,0.2481279214613356,0.4078274889780133
neutral,Luna,ag_news,53,bertopic,799,0.4842837782076829,0.6971214017521903,0.2038505674591465,0.4116134009971526
neutral,Luna,ag_news,53,kmeans,799,0.3914216352143752,1.0,0.196672418520007,0.457111166937318
neutral,Luna,ag_news,37,hybrid,799,0.4964790371194348,1.0,0.2815285816789316,0.4475653687526873
neutral,Luna,ag_news,37,initial,799,0.4964790371194348,1.0,0.2815285816789316,0.4475653687526873
neutral,Luna,ag_news,37,direct_hybrid,799,0.4878790390161955,1.0,0.273185623112208,0.4192209960076988
neutral,Luna,ag_news,37,direct_initial,799,0.4878790390161955,1.0,0.273185623112208,0.4192209960076988
neutral,Luna,ag_news,37,bertopic,799,0.5628876793814486,0.6445556946182729,0.3485713697160358,0.4731800997159129
neutral,Luna,ag_news,37,kmeans,799,0.3830801104168957,1.0,0.1891897372536713,0.4528504153910019
neutral,Luna,massive,23,hybrid,360,0.6585628206613,0.95,0.4872369357468111,0.7089285373198928
neutral,Luna,massive,23,initial,360,0.6585628206613,0.95,0.4872369357468111,0.7089285373198928
neutral,Luna,massive,23,direct_hybrid,360,0.6402048896891405,1.0,0.4259519737066995,0.6910378994338885
neutral,Luna,massive,23,direct_initial,360,0.6402048896891405,1.0,0.4259519737066995,0.6910378994338885
neutral,Luna,massive,23,bertopic,360,0.5773331432605626,0.6944444444444444,0.2493896105647957,0.6097018161681717
neutral,Luna,massive,23,kmeans,360,0.6891884239895187,1.0,0.4996273111255204,0.7390240202098209
neutral,Luna,bills,37,hybrid,376,0.4303433382336863,0.9388297872340424,0.2419042488937841,0.4900379720155239
neutral,Luna,bills,37,initial,376,0.4303433382336863,0.9388297872340424,0.2419042488937841,0.4900379720155239
neutral,Luna,bills,37,direct_hybrid,376,0.4792144911193005,1.0,0.2687956360612027,0.5244925577394275
neutral,Luna,bills,37,direct_initial,376,0.4792144911193005,1.0,0.2687956360612027,0.5244925577394275
neutral,Luna,bills,37,bertopic,376,0.1454949663746775,1.0,0.0105860969210734,0.1098066181312095
neutral,Luna,bills,37,kmeans,376,0.4469988473051863,1.0,0.2271962423153968,0.4848262214431171
neutral,Luna,ag_news,11,hybrid,799,0.4323631874077521,1.0,0.2420152204785651,0.4301435721461525
neutral,Luna,ag_news,11,initial,799,0.4323631874077521,1.0,0.2420152204785651,0.4301435721461525
neutral,Luna,ag_news,11,direct_hybrid,799,0.4221076147276394,1.0,0.2075855016289891,0.3981949317530157
neutral,Luna,ag_news,11,direct_initial,799,0.4221076147276394,1.0,0.2075855016289891,0.3981949317530157
neutral,Luna,ag_news,11,bertopic,799,0.6049451676182654,0.6620775969962454,0.3796566580414365,0.4935375125849195
neutral,Luna,ag_news,11,kmeans,799,0.4072527071477023,1.0,0.2025073742427852,0.4538717181730679
neutral,Luna,bills,11,hybrid,376,0.4311241040355102,0.9388297872340424,0.2287889489944403,0.48031343252228
neutral,Luna,bills,11,initial,376,0.4311241040355102,0.9388297872340424,0.2287889489944403,0.48031343252228
neutral,Luna,bills,11,direct_hybrid,376,0.5363131739669253,1.0,0.3059905747819779,0.5405004586536221
neutral,Luna,bills,11,direct_initial,376,0.5363131739669253,1.0,0.3059905747819779,0.5405004586536221
neutral,Luna,bills,11,bertopic,376,0.1454949663746775,1.0,0.0105860969210734,0.1098066181312095
neutral,Luna,bills,11,kmeans,376,0.4100110756764744,1.0,0.2346995731330754,0.4883997279046232
neutral,Luna,sib200,11,hybrid,140,0.4295660378846879,0.9642857142857144,0.1484876834371293,0.4182594491245751
neutral,Luna,sib200,11,initial,140,0.4295660378846879,0.9642857142857144,0.1484876834371293,0.4182594491245751
neutral,Luna,sib200,11,direct_hybrid,140,0.4755753417992507,1.0,0.2019815135285868,0.4762319990678023
neutral,Luna,sib200,11,direct_initial,140,0.4755753417992507,1.0,0.2019815135285868,0.4762319990678023
neutral,Luna,sib200,11,bertopic,140,0.2504511278195488,0.0571428571428571,0.0022752441167001,0.0816095492240706
neutral,Luna,sib200,11,kmeans,140,0.3953268181577414,1.0,0.144953316262157,0.4318562303395898
neutral,Luna,massive,11,hybrid,360,0.6627742576927077,0.95,0.4765674452009464,0.6890816992345199
neutral,Luna,massive,11,initial,360,0.6627742576927077,0.95,0.4765674452009464,0.6890816992345199
neutral,Luna,massive,11,direct_hybrid,360,0.64402114081563,1.0,0.4132953765223217,0.6678061434250812
neutral,Luna,massive,11,direct_initial,360,0.64402114081563,1.0,0.4132953765223217,0.6678061434250812
neutral,Luna,massive,11,bertopic,360,0.6170246114325354,0.6972222222222222,0.2658387547805033,0.6391595537842841
neutral,Luna,massive,11,kmeans,360,0.6639385362264425,1.0,0.4024262942587107,0.6862479965227631
neutral,GPT-4.1 mini,massive,37,hybrid,360,0.5840887620619388,0.95,0.3667066726447214,0.6143232290575156
neutral,GPT-4.1 mini,massive,37,initial,360,0.5813073500016296,0.95,0.3562581225441809,0.6056967524787615
neutral,GPT-4.1 mini,massive,37,direct_hybrid,360,0.4555475368633263,1.0,0.1519999659247711,0.4938785138687687
neutral,GPT-4.1 mini,massive,37,direct_initial,360,0.4498423540391859,1.0,0.1458762630033348,0.4818235945269094
neutral,GPT-4.1 mini,massive,37,bertopic,360,0.5818764328150389,0.7111111111111111,0.2733095067762708,0.6256835514524454
neutral,GPT-4.1 mini,massive,37,kmeans,360,0.696731470677801,1.0,0.4389941407197866,0.7094971745779879
neutral,GPT-4.1 mini,bills,23,hybrid,376,0.3941889986675339,0.9388297872340424,0.1835213427274567,0.4354606013925335
neutral,GPT-4.1 mini,bills,23,initial,376,0.3879324922514807,0.9388297872340424,0.1786818759012225,0.4197940704898729
neutral,GPT-4.1 mini,bills,23,direct_hybrid,376,0.4522709518887149,1.0,0.2513342769436043,0.4904108188504334
neutral,GPT-4.1 mini,bills,23,direct_initial,376,0.4297731071389519,1.0,0.2303936570132517,0.4570851720673551
neutral,GPT-4.1 mini,bills,23,bertopic,376,0.1454949663746775,1.0,0.0105860969210734,0.1098066181312095
neutral,GPT-4.1 mini,bills,23,kmeans,376,0.4389122780811462,1.0,0.2298835597341209,0.4750224358433305
neutral,GPT-4.1 mini,ag_news,23,hybrid,799,0.6444440018867531,1.0,0.3975643203414604,0.4462663072021369
neutral,GPT-4.1 mini,ag_news,23,initial,799,0.6444440018867531,1.0,0.3971443916649645,0.4448371488868713
neutral,GPT-4.1 mini,ag_news,23,direct_hybrid,799,0.6954145786253021,1.0,0.4457107716650182,0.4604124658088889
neutral,GPT-4.1 mini,ag_news,23,direct_initial,799,0.6961273541111711,1.0,0.4472527575191917,0.4607530893714131
neutral,GPT-4.1 mini,ag_news,23,bertopic,799,0.5487089763944202,0.5819774718397998,0.3270373071145842,0.4446639410154409
neutral,GPT-4.1 mini,ag_news,23,kmeans,799,0.5612569265177895,1.0,0.3544511300293747,0.5396134562726409
neutral,GPT-4.1 mini,ag_news,71,hybrid,799,0.7005754373433483,1.0,0.4855154534188374,0.4824779783462861
neutral,GPT-4.1 mini,ag_news,71,initial,799,0.7005754373433483,1.0,0.4855154534188374,0.4824779783462861
neutral,GPT-4.1 mini,ag_news,71,direct_hybrid,799,0.7125429821414737,1.0,0.4679336582193651,0.4916160664417885
neutral,GPT-4.1 mini,ag_news,71,direct_initial,799,0.7125429821414737,1.0,0.4679336582193651,0.4916160664417885
neutral,GPT-4.1 mini,ag_news,71,bertopic,799,0.6449848135810301,0.8585732165206508,0.4621547309007234,0.5315969555352946
neutral,GPT-4.1 mini,ag_news,71,kmeans,799,0.6162221065091973,1.0,0.3714043549433872,0.5381919964542645
neutral,GPT-4.1 mini,bills,71,hybrid,376,0.3959807164316182,0.9388297872340424,0.1873511439307167,0.4287005356384701
neutral,GPT-4.1 mini,bills,71,initial,376,0.3891867106758789,0.9388297872340424,0.1855349325953197,0.4159855829741998
neutral,GPT-4.1 mini,bills,71,direct_hybrid,376,0.4350058517623441,1.0,0.2215634132052643,0.4646734845962999
neutral,GPT-4.1 mini,bills,71,direct_initial,376,0.4098982374605874,1.0,0.2073103790773438,0.4436880666307356
neutral,GPT-4.1 mini,bills,71,bertopic,376,0.1454949663746775,1.0,0.0105860969210734,0.1098066181312095
neutral,GPT-4.1 mini,bills,71,kmeans,376,0.4572504580681366,1.0,0.2504287661492275,0.4856123481399668
neutral,GPT-4.1 mini,massive,53,hybrid,360,0.6342525612071377,0.95,0.4437150937566841,0.6542960215263162
neutral,GPT-4.1 mini,massive,53,initial,360,0.6337171004691887,0.95,0.4410024819032575,0.650935543641507
neutral,GPT-4.1 mini,massive,53,direct_hybrid,360,0.6186175476569189,1.0,0.3639615276376238,0.6296304885914965
neutral,GPT-4.1 mini,massive,53,direct_initial,360,0.592916232211079,1.0,0.3478389618968616,0.6234033500923462
neutral,GPT-4.1 mini,massive,53,bertopic,360,0.5403660940713136,0.6416666666666667,0.2424777235377771,0.620541131149462
neutral,GPT-4.1 mini,massive,53,kmeans,360,0.6803466103388703,1.0,0.4375666954062325,0.696250555355617
neutral,GPT-4.1 mini,sib200,71,hybrid,140,0.4936245842020917,0.9642857142857144,0.1997732387930888,0.3615340520757838
neutral,GPT-4.1 mini,sib200,71,initial,140,0.4936245842020917,0.9642857142857144,0.1997732387930888,0.3615340520757838
neutral,GPT-4.1 mini,sib200,71,direct_hybrid,140,0.4854414907046485,1.0,0.2100056132472635,0.3662763087531338
neutral,GPT-4.1 mini,sib200,71,direct_initial,140,0.4854414907046485,1.0,0.2100056132472635,0.3662763087531338
neutral,GPT-4.1 mini,sib200,71,bertopic,140,0.2547619047619047,0.0714285714285714,0.0022831912390524,0.0900554234413218
neutral,GPT-4.1 mini,sib200,71,kmeans,140,0.5433241828199812,1.0,0.2466424722874521,0.4221751701809885
neutral,GPT-4.1 mini,sib200,23,hybrid,140,0.5423663982670194,0.9642857142857144,0.2515063017260617,0.4018780742085407
neutral,GPT-4.1 mini,sib200,23,initial,140,0.5423663982670194,0.9642857142857144,0.2515063017260617,0.4018780742085407
neutral,GPT-4.1 mini,sib200,23,direct_hybrid,140,0.5438390498628236,1.0,0.2570452551474386,0.4247387568064665
neutral,GPT-4.1 mini,sib200,23,direct_initial,140,0.5438390498628236,1.0,0.2570452551474386,0.4247387568064665
neutral,GPT-4.1 mini,sib200,23,bertopic,140,0.2627474826963318,0.1214285714285714,0.0042513550669157,0.0904734948161464
neutral,GPT-4.1 mini,sib200,23,kmeans,140,0.4929729464732897,1.0,0.2271189881195669,0.3851310091749669
neutral,GPT-4.1 mini,sib200,37,hybrid,140,0.4601184943071352,0.9642857142857144,0.1955912777031827,0.3502590043430804
neutral,GPT-4.1 mini,sib200,37,initial,140,0.4601184943071352,0.9642857142857144,0.1955912777031827,0.3502590043430804
neutral,GPT-4.1 mini,sib200,37,direct_hybrid,140,0.5248998946925107,1.0,0.2556553430457984,0.3956356589339853
neutral,GPT-4.1 mini,sib200,37,direct_initial,140,0.5248998946925107,1.0,0.2556553430457984,0.3956356589339853
neutral,GPT-4.1 mini,sib200,37,bertopic,140,0.2547786014826688,0.0357142857142857,0.0015398350410759,0.0671224539525357
neutral,GPT-4.1 mini,sib200,37,kmeans,140,0.5633894906936382,1.0,0.3030408648701533,0.4702349613877361
neutral,GPT-4.1 mini,sib200,53,hybrid,140,0.5084732354480254,0.9642857142857144,0.2525202035619995,0.3955971780881391
neutral,GPT-4.1 mini,sib200,53,initial,140,0.5084732354480254,0.9642857142857144,0.2525202035619995,0.3955971780881391
neutral,GPT-4.1 mini,sib200,53,direct_hybrid,140,0.5532828426142427,1.0,0.2579990472274973,0.4225696942254374
neutral,GPT-4.1 mini,sib200,53,direct_initial,140,0.5532828426142427,1.0,0.2579990472274973,0.4225696942254374
neutral,GPT-4.1 mini,sib200,53,bertopic,140,0.24860853432282,0.0428571428571428,0.0003593526124474,0.0652456169042813
neutral,GPT-4.1 mini,sib200,53,kmeans,140,0.5955863881560476,1.0,0.2846215590915529,0.4516814176884437
neutral,GPT-4.1 mini,massive,71,hybrid,360,0.6093006212372871,0.95,0.4242993204183025,0.6373575745433078
neutral,GPT-4.1 mini,massive,71,initial,360,0.6061537296555454,0.95,0.4165159923473637,0.632362714789624
neutral,GPT-4.1 mini,massive,71,direct_hybrid,360,0.5883977038464395,1.0,0.3784311753473604,0.6399659291852183
neutral,GPT-4.1 mini,massive,71,direct_initial,360,0.5517389389913149,1.0,0.3394691709542601,0.6138232761962974
neutral,GPT-4.1 mini,massive,71,bertopic,360,0.6167983790610155,0.7166666666666667,0.3003361515842616,0.6533559040960516
neutral,GPT-4.1 mini,massive,71,kmeans,360,0.6333824949865433,1.0,0.3797417356858326,0.6493689701729709
neutral,GPT-4.1 mini,bills,53,hybrid,376,0.4482941123527844,0.9388297872340424,0.2313105586418268,0.4707668523862777
neutral,GPT-4.1 mini,bills,53,initial,376,0.413959280117082,0.9388297872340424,0.190823963088037,0.4270063373502789
neutral,GPT-4.1 mini,bills,53,direct_hybrid,376,0.4404637512340849,1.0,0.2134830289166324,0.4759731707768908
neutral,GPT-4.1 mini,bills,53,direct_initial,376,0.4591467954846782,1.0,0.2462518255596842,0.4835198476439677
neutral,GPT-4.1 mini,bills,53,bertopic,376,0.2193779956561792,0.875,0.0433965281053222,0.2439055277845649
neutral,GPT-4.1 mini,bills,53,kmeans,376,0.4023975073456395,1.0,0.1976516839741077,0.4482289358886759
neutral,GPT-4.1 mini,ag_news,53,hybrid,799,0.684013347276863,1.0,0.4043370561236221,0.4529710362384447
neutral,GPT-4.1 mini,ag_news,53,initial,799,0.6876282851861966,1.0,0.4094500281081527,0.454531429160605
neutral,GPT-4.1 mini,ag_news,53,direct_hybrid,799,0.6937047391896678,1.0,0.4038964564068402,0.4326981461632274
neutral,GPT-4.1 mini,ag_news,53,direct_initial,799,0.6981583021368769,1.0,0.4094206234485074,0.4363320354270542
neutral,GPT-4.1 mini,ag_news,53,bertopic,799,0.4842837782076829,0.6971214017521903,0.2038505674591465,0.4116134009971526
neutral,GPT-4.1 mini,ag_news,53,kmeans,799,0.5613723400496475,1.0,0.322561363302659,0.5135826762662444
neutral,GPT-4.1 mini,ag_news,37,hybrid,799,0.7192919756471848,1.0,0.4900150082382581,0.4816078308239039
neutral,GPT-4.1 mini,ag_news,37,initial,799,0.7195589915322437,1.0,0.4903816821155935,0.486463550635581
neutral,GPT-4.1 mini,ag_news,37,direct_hybrid,799,0.67566459811211,1.0,0.345048552888918,0.4102769286276551
neutral,GPT-4.1 mini,ag_news,37,direct_initial,799,0.6760495681623006,1.0,0.345601800418185,0.4098100561287519
neutral,GPT-4.1 mini,ag_news,37,bertopic,799,0.5628876793814486,0.6445556946182729,0.3485713697160358,0.4731800997159129
neutral,GPT-4.1 mini,ag_news,37,kmeans,799,0.6273439522375767,1.0,0.3745276270883294,0.5369843760247875
neutral,GPT-4.1 mini,massive,23,hybrid,360,0.5923741356800786,0.95,0.3992730925556041,0.6292027141744184
neutral,GPT-4.1 mini,massive,23,initial,360,0.5822105766575424,0.95,0.3904188044183874,0.6171642058785918
neutral,GPT-4.1 mini,massive,23,direct_hybrid,360,0.4565853529628965,1.0,0.1714352326409828,0.5295142144382706
neutral,GPT-4.1 mini,massive,23,direct_initial,360,0.4740528598307932,1.0,0.1747661479380919,0.5282258691428865
neutral,GPT-4.1 mini,massive,23,bertopic,360,0.5773331432605626,0.6944444444444444,0.2493896105647957,0.6097018161681717
neutral,GPT-4.1 mini,massive,23,kmeans,360,0.7091681650284059,1.0,0.4933883357349484,0.7382087203413139
neutral,GPT-4.1 mini,bills,37,hybrid,376,0.3542188094797073,0.9388297872340424,0.1722331584452809,0.3922239377255729
neutral,GPT-4.1 mini,bills,37,initial,376,0.3509763941391927,0.9388297872340424,0.1662377455321699,0.3770460015263056
neutral,GPT-4.1 mini,bills,37,direct_hybrid,376,0.3880450521697189,1.0,0.1901249090365209,0.4069010594507693
neutral,GPT-4.1 mini,bills,37,direct_initial,376,0.355864139550716,1.0,0.165367139161706,0.3759897602174657
neutral,GPT-4.1 mini,bills,37,bertopic,376,0.1454949663746775,1.0,0.0105860969210734,0.1098066181312095
neutral,GPT-4.1 mini,bills,37,kmeans,376,0.3846808788790377,1.0,0.1779213288190181,0.4187642782581963
neutral,GPT-4.1 mini,ag_news,11,hybrid,799,0.6640930043115214,1.0,0.44472797840444,0.4609690361375232
neutral,GPT-4.1 mini,ag_news,11,initial,799,0.6650238483276306,1.0,0.4481878062133841,0.4701019070678934
neutral,GPT-4.1 mini,ag_news,11,direct_hybrid,799,0.6553823763431292,1.0,0.4384033471397363,0.4541333251150667
neutral,GPT-4.1 mini,ag_news,11,direct_initial,799,0.6591377587369005,1.0,0.4441637582121594,0.4625622116909459
neutral,GPT-4.1 mini,ag_news,11,bertopic,799,0.6049451676182654,0.6620775969962454,0.3796566580414365,0.4935375125849195
neutral,GPT-4.1 mini,ag_news,11,kmeans,799,0.5405051474408953,1.0,0.2908806815263672,0.5117215708927949
neutral,GPT-4.1 mini,bills,11,hybrid,376,0.3763732733252786,0.9388297872340424,0.1873453597707064,0.4147833968067362
neutral,GPT-4.1 mini,bills,11,initial,376,0.3763456050461834,0.9388297872340424,0.1867577829358328,0.4120052681922637
neutral,GPT-4.1 mini,bills,11,direct_hybrid,376,0.4485132787789396,1.0,0.2617354406455745,0.490346147697914
neutral,GPT-4.1 mini,bills,11,direct_initial,376,0.4255155294668512,1.0,0.2301211651678587,0.4649722168922756
neutral,GPT-4.1 mini,bills,11,bertopic,376,0.1454949663746775,1.0,0.0105860969210734,0.1098066181312095
neutral,GPT-4.1 mini,bills,11,kmeans,376,0.4059509519749285,1.0,0.2009449072541317,0.4539013225097913
neutral,GPT-4.1 mini,sib200,11,hybrid,140,0.439850052055714,0.9642857142857144,0.1753065182561767,0.3516693091627776
neutral,GPT-4.1 mini,sib200,11,initial,140,0.439850052055714,0.9642857142857144,0.1753065182561767,0.3516693091627776
neutral,GPT-4.1 mini,sib200,11,direct_hybrid,140,0.5873391896094831,1.0,0.3060193106819848,0.4910018984323516
neutral,GPT-4.1 mini,sib200,11,direct_initial,140,0.5873391896094831,1.0,0.3060193106819848,0.4910018984323516
neutral,GPT-4.1 mini,sib200,11,bertopic,140,0.2504511278195488,0.0571428571428571,0.0022752441167001,0.0816095492240706
neutral,GPT-4.1 mini,sib200,11,kmeans,140,0.5420736036350023,1.0,0.209605042304662,0.4076725234641396
neutral,GPT-4.1 mini,massive,11,hybrid,360,0.570599368969957,0.95,0.3853974504669034,0.6189717581983537
neutral,GPT-4.1 mini,massive,11,initial,360,0.571517869888458,0.95,0.3826804311112804,0.6177222527375291
neutral,GPT-4.1 mini,massive,11,direct_hybrid,360,0.4056346140467536,1.0,0.1508104185823524,0.4836425286105269
neutral,GPT-4.1 mini,massive,11,direct_initial,360,0.405920421657402,1.0,0.1504886913353676,0.4827316671892434
neutral,GPT-4.1 mini,massive,11,bertopic,360,0.6170246114325354,0.6972222222222222,0.2658387547805033,0.6391595537842841
neutral,GPT-4.1 mini,massive,11,kmeans,360,0.729838051954925,1.0,0.4617867943607514,0.6995296229352477
