condition,generator,dataset,method,harmonic_purity_mean,harmonic_purity_std,coverage_mean,coverage_std,ari_mean,ari_std,nmi_mean,nmi_std
neutral,GPT-4.1 mini,sib200,kmeans,0.5474693223555918,0.0373659428080695,1.0,0.0,0.2542057853346774,0.03901957474434469,0.4273790163792549,0.03401308102394245
neutral,Luna,ag_news,bertopic,0.5691620830365695,0.06060433143053101,0.6888610763454318,0.10365190546588213,0.3442541266463853,0.09378447180593537,0.4709183819697441,0.04583941034983451
neutral,Luna,ag_news,direct_hybrid,0.47939106576318063,0.03570263312532094,1.0,0.0,0.24509136420178956,0.024648297447095048,0.4054255197958236,0.008899311796854934
neutral,Luna,ag_news,direct_initial,0.47939106576318063,0.03570263312532094,1.0,0.0,0.24509136420178956,0.024648297447095048,0.4054255197958236,0.008899311796854934
neutral,Luna,ag_news,hybrid,0.49318347142157365,0.053163675151542134,1.0,0.0,0.28259671217875704,0.041212780252612505,0.4384436755128007,0.014366720534563431
neutral,Luna,ag_news,initial,0.49318347142157365,0.053163675151542134,1.0,0.0,0.28259671217875704,0.041212780252612505,0.4384436755128007,0.014366720534563431
neutral,Luna,ag_news,kmeans,0.40280551683581944,0.01844488124382302,1.0,0.0,0.20180502408776965,0.012660680103126295,0.46045803484765846,0.008283819816233095
neutral,Luna,bills,bertopic,0.16027157223097782,0.03304149517140905,0.975,0.055901699437494755,0.01714818315792316,0.014673270899811849,0.1366264000618806,0.05997085553870109
neutral,Luna,bills,direct_hybrid,0.4850547474649006,0.030895886879962708,1.0,0.0,0.2657974591752696,0.027874228918254855,0.5194184775536937,0.020742981412927606
neutral,Luna,bills,direct_initial,0.4850547474649006,0.030895886879962708,1.0,0.0,0.2657974591752696,0.027874228918254855,0.5194184775536937,0.020742981412927606
neutral,Luna,bills,hybrid,0.431625506821357,0.021054531832071913,0.9393617021276593,0.0011893978603722867,0.2335722066318656,0.024083792322220295,0.49153013798719447,0.013122944811634105
neutral,Luna,bills,initial,0.431625506821357,0.021054531832071913,0.9393617021276593,0.0011893978603722867,0.2335722066318656,0.024083792322220295,0.49153013798719447,0.013122944811634105
