generator,dataset,method,harmonic_purity_mean,harmonic_purity_std,coverage_mean,coverage_std,ari_mean,ari_std,nmi_mean,nmi_std,runs
GPT-4.1 mini,massive,hybrid,0.4895813859241051,0.03095964165426299,0.95,0.0,0.3065056858811481,0.036119445047197524,0.5570612710100955,0.02311973034777437,5
GPT-4.1 mini,massive,initial,0.48767137619186746,0.03285526109649735,0.95,0.0,0.30138166976811565,0.03666995451825636,0.554949069410916,0.023587921087874986,5
GPT-4.1 mini,massive,kmeans,0.5769378383008924,0.04243550791804873,1.0,0.0,0.3503072447308527,0.0534583102563071,0.6355874172837297,0.03813987689016547,5
GPT-4.1 mini,sib200,bertopic,0.25426953021665477,0.005454455423564112,0.06571428571428568,0.03403179785591885,0.0021417956152383,0.0014166423239637624,0.07890130766767116,0.012154049443364935,5
GPT-4.1 mini,sib200,direct_hybrid,0.5801491670988701,0.04535252601047898,1.0,0.0,0.27987483328025997,0.03221355928989228,0.44941196590880883,0.023517250879645724,5
GPT-4.1 mini,sib200,direct_initial,0.5794368821849046,0.04468541836912477,1.0,0.0,0.2791813064492358,0.03163386109625129,0.4479101039180048,0.022255721914658508,5
GPT-4.1 mini,sib200,hybrid,0.5008992192864419,0.044218864544956146,0.9642857142857144,0.0,0.2542443047934731,0.050571204096883024,0.3980281905870993,0.04329830303323443,5
GPT-4.1 mini,sib200,initial,0.5008992192864419,0.044218864544956146,0.9642857142857144,0.0,0.2542443047934731,0.050571204096883024,0.3980281905870993,0.04329830303323443,5
GPT-4.1 mini,sib200,kmeans,0.5226445932396112,0.05313967932368105,1.0,0.0,0.23416612971823625,0.06119846386569081,0.41709956045185576,0.054305333009582575,5
Luna,ag_news,bertopic,0.5691620830365695,0.06060433143053101,0.6888610763454318,0.10365190546588213,0.3442541266463853,0.09378447180593537,0.4709183819697441,0.04583941034983451,5
Luna,ag_news,direct_hybrid,0.5882549793787671,0.04607199235120285,1.0,0.0,0.3204186554414516,0.0457477527316199,0.41883532753811303,0.028607165995934564,5
Luna,ag_news,direct_initial,0.5882549793787671,0.04607199235120285,1.0,0.0,0.3204186554414516,0.0457477527316199,0.41883532753811303,0.028607165995934564,5
Luna,ag_news,hybrid,0.626163064880729,0.05127596175020594,1.0,0.0,0.40219422749579703,0.055485832725568174,0.4755345106229035,0.015451259922939175,5
Luna,ag_news,initial,0.626163064880729,0.05127596175020594,1.0,0.0,0.40219422749579703,0.055485832725568174,0.4755345106229035,0.015451259922939175,5
Luna,ag_news,kmeans,0.4795021106192278,0.05018540666559331,1.0,0.0,0.2597731255635569,0.03987600915469797,0.4884345175758787,0.019407065395145005,5
Luna,bills,bertopic,0.16027157223097782,0.03304149517140901,0.975,0.055901699437494755,0.01714818315792316,0.014673270899811849,0.1366264000618806,0.05997085553870109,5
Luna,bills,direct_hybrid,0.45810826708000024,0.02779091860151829,1.0,0.0,0.25862986505394575,0.029536051141572525,0.5001473289323338,0.0201253139108678,5
Luna,bills,direct_initial,0.4523612775957265,0.018132576301246973,1.0,0.0,0.2552332457306524,0.021743585983331235,0.49494373528655666,0.014596343531083045,5
Luna,bills,hybrid,0.41809570776114613,0.01542336240201708,0.9388297872340423,0.0,0.23144423501157715,0.015129776100735133,0.46936670154563515,0.01596498323329083,5
Luna,bills,initial,0.41601673614852885,0.01430578660429839,0.9388297872340423,0.0,0.22935563814061855,0.013485876989322305,0.4653188208201008,0.0148660085013312,5
Luna,bills,kmeans,0.4172431301940039,0.029697921978623785,1.0,0.0,0.2119010809778583,0.03838197309683219,0.48183490981800164,0.02291673108581175,5
Luna,massive,bertopic,0.5866797321280932,0.03195046193279148,0.6922222222222223,0.0297494683010895,0.2662703494487217,0.02270056870423525,0.629688391330083,0.016948660542365736,5
Luna,massive,direct_hybrid,0.6671174091749205,0.018308771507292446,1.0,0.0,0.46345161033572513,0.04936458382505337,0.6983853716395778,0.021984253759943277,5
Luna,massive,direct_initial,0.6671174091749205,0.018308771507292446,1.0,0.0,0.46345161033572513,0.04936458382505337,0.6983853716395778,0.021984253759943277,5
Luna,massive,hybrid,0.6608097566929103,0.023591707277308527,0.95,0.0,0.47496592276833616,0.025491530427088346,0.6923806341486125,0.01380317735777372,5
Luna,massive,initial,0.6608097566929103,0.023591707277308527,0.95,0.0,0.47496592276833616,0.025491530427088346,0.6923806341486125,0.01380317735777372,5
Luna,massive,kmeans,0.6760205986386886,0.014882897640520332,1.0,0.0,0.46129338353418337,0.03514950676234154,0.7070688057061572,0.02160143654874887,5
Luna,sib200,bertopic,0.25426953021665477,0.005454455423564101,0.06571428571428568,0.03403179785591884,0.0021417956152383,0.001416642323963762,0.07890130766767116,0.012154049443364937,5
Luna,sib200,direct_hybrid,0.5655205588717996,0.025519677259090167,1.0,0.0,0.28270362771638374,0.034171344632950615,0.48143197405109284,0.035037904210049084,5
Luna,sib200,direct_initial,0.5655205588717996,0.025519677259090167,1.0,0.0,0.28270362771638374,0.034171344632950615,0.48143197405109284,0.035037904210049084,5
Luna,sib200,hybrid,0.4758949573626399,0.014527326865006199,0.9642857142857144,0.0,0.19852895386027997,0.014741884386374155,0.4061012959960301,0.015298534026808476,5
Luna,sib200,initial,0.4758949573626399,0.014527326865006199,0.9642857142857144,0.0,0.19852895386027997,0.014741884386374155,0.4061012959960301,0.015298534026808476,5
Luna,sib200,kmeans,0.50664788996995,0.04400137960129868,1.0,0.0,0.23157589010313756,0.049723418816076385,0.46391784477702236,0.039841619235014676,5
