generator,dataset,seed,method,n_documents,coverage,harmonic_purity,ari,nmi,topicgpt_weighted_best_f1,legacy_global_hmp
Luna,ag_news,53,hybrid,799,1.0,0.6530437712697361,0.4411323290531982,0.4851979123002172,0.6530437712697361,0.6653113689409059
Luna,ag_news,53,initial,799,1.0,0.6530437712697361,0.4411323290531982,0.4851979123002172,0.6530437712697361,0.6653113689409059
Luna,ag_news,53,direct_hybrid,799,1.0,0.6094914480807184,0.3732133026118452,0.448194695696946,0.6094914480807184,0.6094323106194883
Luna,ag_news,53,direct_initial,799,1.0,0.6094914480807184,0.3732133026118452,0.448194695696946,0.6094914480807184,0.6094323106194883
Luna,ag_news,53,bertopic,799,0.6971214017521903,0.4842837782076829,0.2038505674591465,0.4116134009971526,0.4842837782076829,0.5718127206909607
Luna,ag_news,53,kmeans,799,1.0,0.4841003779139499,0.2607200840189365,0.4893079180752747,0.4841003779139499,0.4769217088699156
Luna,ag_news,37,hybrid,799,1.0,0.5806441857207347,0.3442814063006981,0.4696764858738017,0.5806441857207347,0.5960225401368935
Luna,ag_news,37,initial,799,1.0,0.5806441857207347,0.3442814063006981,0.4696764858738017,0.5806441857207347,0.5960225401368935
Luna,ag_news,37,direct_hybrid,799,1.0,0.5107291716353817,0.2591432125418006,0.3898280733837543,0.5107291716353817,0.5323215864694599
Luna,ag_news,37,direct_initial,799,1.0,0.5107291716353817,0.2591432125418006,0.3898280733837543,0.5107291716353817,0.5323215864694599
Luna,ag_news,37,bertopic,799,0.6445556946182729,0.5628876793814486,0.3485713697160358,0.4731800997159129,0.5628876793814486,0.6574508154024923
Luna,ag_news,37,kmeans,799,1.0,0.4048417795813737,0.2079542232455347,0.4607668448478163,0.4048417795813737,0.4009872676040582
Luna,massive,23,hybrid,360,0.95,0.6422729038119929,0.4648757872146178,0.688155805702422,0.6422729038119929,0.6677846934071
Luna,massive,23,initial,360,0.95,0.6422729038119929,0.4648757872146178,0.688155805702422,0.6422729038119929,0.6677846934071
Luna,massive,23,direct_hybrid,360,1.0,0.6608998391475006,0.4730666728594719,0.7030815686955885,0.6608998391475006,0.6872345182204338
Luna,massive,23,direct_initial,360,1.0,0.6608998391475006,0.4730666728594719,0.7030815686955885,0.6608998391475006,0.6872345182204338
Luna,massive,23,bertopic,360,0.6944444444444444,0.5773331432605625,0.2493896105647957,0.6097018161681717,0.5773331432605625,0.5914942528735632
Luna,massive,23,kmeans,360,1.0,0.7003105608262654,0.5030471348226567,0.7326007426712117,0.7003105608262654,0.6952662721893491
Luna,bills,37,hybrid,376,0.9388297872340424,0.4101469009159224,0.2239365147610817,0.4626109944533312,0.4101469009159224,0.4468085106382978
Luna,bills,37,initial,376,0.9388297872340424,0.4101469009159224,0.2239365147610817,0.4626109944533312,0.4101469009159224,0.4468085106382978
Luna,bills,37,direct_hybrid,376,1.0,0.4477750084774165,0.2461262467228683,0.4985708915009758,0.4477750084774165,0.4906013953756558
Luna,bills,37,direct_initial,376,1.0,0.4477750084774165,0.2461262467228683,0.4985708915009758,0.4477750084774165,0.4906013953756558
Luna,bills,37,bertopic,376,1.0,0.1454949663746775,0.0105860969210734,0.1098066181312095,0.1454949663746775,0.1876658169900639
Luna,bills,37,kmeans,376,1.0,0.384871511709088,0.1790472447473047,0.4717515356289511,0.384871511709088,0.4523304423784863
Luna,ag_news,11,hybrid,799,1.0,0.6716176534798939,0.4618756892142114,0.4884130171585669,0.6716176534798939,0.6806285634821304
Luna,ag_news,11,initial,799,1.0,0.6716176534798939,0.4618756892142114,0.4884130171585669,0.6716176534798939,0.6806285634821304
Luna,ag_news,11,direct_hybrid,799,1.0,0.6064589676234632,0.296132956887255,0.3926279700436699,0.6064589676234632,0.5878660635051189
Luna,ag_news,11,direct_initial,799,1.0,0.6064589676234632,0.296132956887255,0.3926279700436699,0.6064589676234632,0.5878660635051189
Luna,ag_news,11,bertopic,799,0.6620775969962454,0.6049451676182654,0.3796566580414365,0.4935375125849195,0.6049451676182654,0.680987103444523
Luna,ag_news,11,kmeans,799,1.0,0.5162363061776174,0.2923567680626812,0.5069043423637855,0.5162363061776174,0.5159156435422821
Luna,bills,11,hybrid,376,0.9388297872340424,0.3955543084302702,0.2131355888829087,0.4538717321091847,0.3955543084302702,0.4455262158054711
Luna,bills,11,initial,376,0.9388297872340424,0.3949124805043372,0.2135069005711321,0.4533423899428144,0.3949124805043372,0.4440457288027946
Luna,bills,11,direct_hybrid,376,1.0,0.422219169696506,0.2240847857839577,0.4741177248793568,0.422219169696506,0.4662969024671152
Luna,bills,11,direct_initial,376,1.0,0.4247077189315375,0.2279380617222711,0.4751444318597762,0.4247077189315375,0.4738959413552654
Luna,bills,11,bertopic,376,1.0,0.1454949663746775,0.0105860969210734,0.1098066181312095,0.1454949663746775,0.1876658169900639
Luna,bills,11,kmeans,376,1.0,0.4381954063957801,0.2466338434192348,0.4984469195109827,0.4381954063957801,0.4836772270282908
Luna,sib200,11,hybrid,140,0.9642857142857144,0.5008504914367441,0.2169599163211177,0.3948681112397508,0.5008504914367441,0.5022817460317461
Luna,sib200,11,initial,140,0.9642857142857144,0.5008504914367441,0.2169599163211177,0.3948681112397508,0.5008504914367441,0.5022817460317461
Luna,sib200,11,direct_hybrid,140,1.0,0.5646818985278674,0.3114570730705138,0.5140310359841749,0.5646818985278674,0.5587301587301587
Luna,sib200,11,direct_initial,140,1.0,0.5646818985278674,0.3114570730705138,0.5140310359841749,0.5646818985278674,0.5587301587301587
Luna,sib200,11,bertopic,140,0.0571428571428571,0.2504511278195488,0.0022752441167001,0.0816095492240706,0.2504511278195488,0.3103074141048824
Luna,sib200,11,kmeans,140,1.0,0.4484136758151537,0.1751970893680264,0.407793947795423,0.4484136758151537,0.4631578947368421
Luna,massive,11,hybrid,360,0.95,0.6863767048398712,0.4973235736023651,0.6964394993430234,0.6863767048398712,0.704669728783902
Luna,massive,11,initial,360,0.95,0.6863767048398712,0.4973235736023651,0.6964394993430234,0.6863767048398712,0.704669728783902
Luna,massive,11,direct_hybrid,360,1.0,0.6705839602427827,0.4705226769173273,0.6863033960610101,0.6705839602427827,0.6956285967242142
Luna,massive,11,direct_initial,360,1.0,0.6705839602427827,0.4705226769173273,0.6863033960610101,0.6705839602427827,0.6956285967242142
Luna,massive,11,bertopic,360,0.6972222222222222,0.6170246114325354,0.2658387547805033,0.6391595537842841,0.6170246114325354,0.6240822320117474
Luna,massive,11,kmeans,360,1.0,0.6680403582020219,0.4257859298018143,0.6810232244925551,0.6680403582020219,0.6373825018076645
