generator,backend,dataset,seed,method,split,sample_scope,evidence_role,n_documents,coverage,n_rejected,n_assigned_topics,mapped_accuracy,purity,inverse_purity,harmonic_purity,ari,nmi,assigned_mapped_accuracy,assigned_purity,assigned_inverse_purity,assigned_harmonic_purity,assigned_ari,assigned_nmi
GPT-4.1 mini,cloud,massive,37,bertopic,test,eligible,release_revalidation_previously_seen,360,0.7111111111111111,104,13,0.5166666666666667,0.5277777777777778,0.7,0.6018099547511311,0.2733095067762708,0.6256835514524454,0.67578125,0.69140625,0.88671875,0.7769763304455446,0.5820695095123043,0.8075259599487805
GPT-4.1 mini,cloud,massive,37,kmeans,test,eligible,release_revalidation_previously_seen,360,1.0,0,11,0.5416666666666666,0.5416666666666666,0.8305555555555556,0.6557017543859649,0.3081561901487452,0.6655634896799241,0.5416666666666666,0.5416666666666666,0.8305555555555556,0.6557017543859649,0.3081561901487452,0.6655634896799241
GPT-4.1 mini,cloud,massive,53,hybrid,test,eligible,release_revalidation_previously_seen,360,0.95,18,11,0.4666666666666667,0.4666666666666667,0.6777777777777778,0.5527508090614887,0.3008252520720691,0.5522959040380694,0.4766081871345029,0.4766081871345029,0.7134502923976608,0.5714614135666766,0.3138815910351799,0.5728075611833501
GPT-4.1 mini,cloud,massive,53,initial,test,eligible,release_revalidation_previously_seen,360,0.95,18,10,0.4666666666666667,0.4666666666666667,0.6972222222222222,0.5591089896579158,0.3007832504525055,0.5594039831372161,0.4766081871345029,0.4766081871345029,0.7339181286549707,0.5779162075882137,0.3133160769587609,0.5806983972175148
GPT-4.1 mini,cloud,massive,53,direct_hybrid,test,eligible,release_revalidation_previously_seen,360,1.0,0,11,0.3861111111111111,0.3861111111111111,0.7055555555555556,0.4990952784845914,0.1663820222227765,0.4791731206250347,0.3861111111111111,0.3861111111111111,0.7055555555555556,0.4990952784845914,0.1663820222227765,0.4791731206250347
GPT-4.1 mini,cloud,massive,53,direct_initial,test,eligible,release_revalidation_previously_seen,360,1.0,0,10,0.35,0.35,0.7444444444444445,0.4761421319796953,0.1428278179323458,0.4664025055431593,0.35,0.35,0.7444444444444445,0.4761421319796953,0.1428278179323458,0.4664025055431593
GPT-4.1 mini,cloud,massive,53,bertopic,test,eligible,release_revalidation_previously_seen,360,0.6416666666666667,129,14,0.4805555555555555,0.5,0.7805555555555556,0.6095444685466378,0.2424777235377771,0.620541131149462,0.6796536796536796,0.7012987012987013,0.8874458874458875,0.7834672139849251,0.5752285019416897,0.807154207374555
GPT-4.1 mini,cloud,massive,53,kmeans,test,eligible,release_revalidation_previously_seen,360,1.0,0,11,0.4916666666666666,0.4916666666666666,0.7111111111111111,0.581370284834488,0.3041409347486432,0.5851563720318258,0.4916666666666666,0.4916666666666666,0.7111111111111111,0.581370284834488,0.3041409347486432,0.5851563720318258
GPT-4.1 mini,cloud,massive,71,hybrid,test,eligible,release_revalidation_previously_seen,360,0.95,18,14,0.4472222222222222,0.4583333333333333,0.6888888888888889,0.5504439063761097,0.3019506740211596,0.56213900608105,0.4619883040935672,0.4678362573099415,0.7251461988304093,0.5687421167297327,0.3149455357932502,0.5832922616943953
GPT-4.1 mini,cloud,massive,71,initial,test,eligible,release_revalidation_previously_seen,360,0.95,18,12,0.4416666666666666,0.4472222222222222,0.6944444444444444,0.5440659637739931,0.2914359703803554,0.5517505575990016,0.4532163742690058,0.4561403508771929,0.7309941520467836,0.5617492005876761,0.3034998811469053,0.5724460047830439
GPT-4.1 mini,cloud,massive,71,direct_hybrid,test,eligible,release_revalidation_previously_seen,360,1.0,0,12,0.3861111111111111,0.3916666666666666,0.6722222222222223,0.4949521322889469,0.2177295185489879,0.4922992675002878,0.3861111111111111,0.3916666666666666,0.6722222222222223,0.4949521322889469,0.2177295185489879,0.4922992675002878
GPT-4.1 mini,cloud,massive,71,direct_initial,test,eligible,release_revalidation_previously_seen,360,1.0,0,11,0.3833333333333333,0.3888888888888889,0.6777777777777778,0.494212962962963,0.2171260322933642,0.4916731457626569,0.3833333333333333,0.3888888888888889,0.6777777777777778,0.494212962962963,0.2171260322933642,0.4916731457626569
GPT-4.1 mini,cloud,massive,71,bertopic,test,eligible,release_revalidation_previously_seen,360,0.7166666666666667,102,13,0.5444444444444444,0.5583333333333333,0.7222222222222222,0.6297903109182936,0.3003361515842616,0.6533559040960516,0.6976744186046512,0.7170542635658915,0.8992248062015504,0.7978733292435818,0.6243448549456424,0.8353627594187796
GPT-4.1 mini,cloud,massive,71,kmeans,test,eligible,release_revalidation_previously_seen,360,1.0,0,14,0.6166666666666667,0.6166666666666667,0.7305555555555555,0.6687972508591065,0.415952348856695,0.6688720886153764,0.6166666666666667,0.6166666666666667,0.7305555555555555,0.6687972508591065,0.415952348856695,0.6688720886153764
GPT-4.1 mini,cloud,ag_news,11,hybrid,test,eligible,release_revalidation_previously_seen,799,1.0,0,12,0.6645807259073843,0.8235294117647058,0.6645807259073843,0.7355662197595607,0.4853586505459486,0.4705366331235631,0.6645807259073843,0.8235294117647058,0.6645807259073843,0.7355662197595607,0.4853586505459486,0.4705366331235631
GPT-4.1 mini,cloud,ag_news,11,initial,test,eligible,release_revalidation_previously_seen,799,1.0,0,10,0.6783479349186483,0.8260325406758448,0.6783479349186483,0.7449411598108284,0.4976757660213053,0.482396159772488,0.6783479349186483,0.8260325406758448,0.6783479349186483,0.7449411598108284,0.4976757660213053,0.482396159772488
GPT-4.1 mini,cloud,ag_news,11,direct_hybrid,test,eligible,release_revalidation_previously_seen,799,1.0,0,12,0.7083854818523154,0.7897371714643304,0.7083854818523154,0.7468525297390326,0.4821994542378598,0.4786567588393671,0.7083854818523154,0.7897371714643304,0.7083854818523154,0.7468525297390326,0.4821994542378598,0.4786567588393671
GPT-4.1 mini,cloud,ag_news,11,direct_initial,test,eligible,release_revalidation_previously_seen,799,1.0,0,10,0.7196495619524406,0.7897371714643304,0.7196495619524406,0.7530661253598507,0.4873468761735537,0.4862825689056834,0.7196495619524406,0.7897371714643304,0.7196495619524406,0.7530661253598507,0.4873468761735537,0.4862825689056834
GPT-4.1 mini,cloud,ag_news,11,bertopic,test,eligible,release_revalidation_previously_seen,799,0.6620775969962454,270,21,0.5256570713391739,0.7734668335419274,0.6082603254067585,0.680987103444523,0.3796566580414365,0.4935375125849195,0.5973534971644613,0.941398865784499,0.5973534971644613,0.7309141070955817,0.6431151181417334,0.6152340404828718
GPT-4.1 mini,cloud,ag_news,11,kmeans,test,eligible,release_revalidation_previously_seen,799,1.0,0,12,0.3829787234042553,0.8748435544430538,0.3829787234042553,0.5327405525563671,0.350511013836382,0.5310743479151638,0.3829787234042553,0.8748435544430538,0.3829787234042553,0.5327405525563671,0.350511013836382,0.5310743479151638
GPT-4.1 mini,cloud,ag_news,23,hybrid,test,eligible,release_revalidation_previously_seen,799,1.0,0,9,0.6946182728410513,0.818523153942428,0.6946182728410513,0.7514976847610381,0.5165757487722706,0.4940506695781801,0.6946182728410513,0.818523153942428,0.6946182728410513,0.7514976847610381,0.5165757487722706,0.4940506695781801
GPT-4.1 mini,cloud,ag_news,23,initial,test,eligible,release_revalidation_previously_seen,799,1.0,0,8,0.704630788485607,0.8210262828535669,0.704630788485607,0.7583885106588322,0.520124363566568,0.5015714066861956,0.704630788485607,0.8210262828535669,0.704630788485607,0.7583885106588322,0.520124363566568,0.5015714066861956
GPT-4.1 mini,cloud,ag_news,23,direct_hybrid,test,eligible,release_revalidation_previously_seen,799,1.0,0,9,0.7359198998748435,0.8135168961201502,0.7359198998748435,0.7727753391254415,0.5412081142738251,0.4983412636615394,0.7359198998748435,0.8135168961201502,0.7359198998748435,0.7727753391254415,0.5412081142738251,0.4983412636615394
GPT-4.1 mini,cloud,ag_news,23,direct_initial,test,eligible,release_revalidation_previously_seen,799,1.0,0,8,0.7421777221526908,0.8172715894868585,0.7421777221526908,0.7779166172804287,0.5456284583689633,0.5058537825104957,0.7421777221526908,0.8172715894868585,0.7421777221526908,0.7779166172804287,0.5456284583689633,0.5058537825104957
GPT-4.1 mini,cloud,ag_news,23,bertopic,test,eligible,release_revalidation_previously_seen,799,0.5819774718397998,334,25,0.493116395494368,0.6933667083854819,0.6570713391739674,0.6747312732203484,0.3270373071145842,0.4446639410154409,0.6086021505376344,0.9225806451612903,0.6086021505376344,0.7333997825299022,0.6886657622517198,0.5845564665771262
GPT-4.1 mini,cloud,ag_news,23,kmeans,test,eligible,release_revalidation_previously_seen,799,1.0,0,9,0.5369211514392991,0.8785982478097623,0.5369211514392991,0.6665228086832679,0.4454392864604616,0.5882869818754946,0.5369211514392991,0.8785982478097623,0.5369211514392991,0.6665228086832679,0.4454392864604616,0.5882869818754946
GPT-4.1 mini,cloud,ag_news,37,hybrid,test,eligible,release_revalidation_previously_seen,799,1.0,0,8,0.6733416770963705,0.8160200250312891,0.6733416770963705,0.7378466780955185,0.5211256794837837,0.509103017898816,0.6733416770963705,0.8160200250312891,0.6733416770963705,0.7378466780955185,0.5211256794837837,0.509103017898816
GPT-4.1 mini,cloud,ag_news,37,initial,test,eligible,release_revalidation_previously_seen,799,1.0,0,7,0.690863579474343,0.8260325406758448,0.690863579474343,0.7524256806156211,0.5397293176661364,0.5313279620238242,0.690863579474343,0.8260325406758448,0.690863579474343,0.7524256806156211,0.5397293176661364,0.5313279620238242
GPT-4.1 mini,cloud,ag_news,37,direct_hybrid,test,eligible,release_revalidation_previously_seen,799,1.0,0,8,0.639549436795995,0.704630788485607,0.639549436795995,0.6705145864360245,0.3055284737156771,0.4184955291240019,0.639549436795995,0.704630788485607,0.639549436795995,0.6705145864360245,0.3055284737156771,0.4184955291240019
GPT-4.1 mini,cloud,ag_news,37,direct_initial,test,eligible,release_revalidation_previously_seen,799,1.0,0,7,0.639549436795995,0.7021276595744681,0.639549436795995,0.6693791679898381,0.3037044937532305,0.4179428300821584,0.639549436795995,0.7021276595744681,0.639549436795995,0.6693791679898381,0.3037044937532305,0.4179428300821584
GPT-4.1 mini,cloud,ag_news,37,bertopic,test,eligible,release_revalidation_previously_seen,799,0.6445556946182729,284,19,0.4881101376720901,0.7334167709637046,0.5957446808510638,0.6574508154024923,0.3485713697160358,0.4731800997159129,0.6174757281553398,0.9359223300970874,0.6174757281553398,0.7440582524271845,0.6599726201275756,0.6116146210277159
GPT-4.1 mini,cloud,ag_news,37,kmeans,test,eligible,release_revalidation_previously_seen,799,1.0,0,8,0.5556946182728411,0.8498122653316645,0.5556946182728411,0.6719797788196956,0.441743289869613,0.578368810347711,0.5556946182728411,0.8498122653316645,0.5556946182728411,0.6719797788196956,0.441743289869613,0.578368810347711
GPT-4.1 mini,cloud,ag_news,53,hybrid,test,eligible,release_revalidation_previously_seen,799,1.0,0,11,0.5356695869837297,0.8172715894868585,0.5356695869837297,0.6471641818693348,0.4138366732162699,0.4660668905180093,0.5356695869837297,0.8172715894868585,0.5356695869837297,0.6471641818693348,0.4138366732162699,0.4660668905180093
GPT-4.1 mini,cloud,ag_news,53,initial,test,eligible,release_revalidation_previously_seen,799,1.0,0,10,0.5369211514392991,0.8147684605757196,0.5369211514392991,0.6472882770129328,0.4169569762717744,0.469766519419847,0.5369211514392991,0.8147684605757196,0.5369211514392991,0.6472882770129328,0.4169569762717744,0.469766519419847
GPT-4.1 mini,cloud,ag_news,53,direct_hybrid,test,eligible,release_revalidation_previously_seen,799,1.0,0,11,0.5757196495619524,0.7747183979974969,0.5757196495619524,0.6605569287837786,0.4007906400599075,0.4448944104166892,0.5757196495619524,0.7747183979974969,0.5757196495619524,0.6605569287837786,0.4007906400599075,0.4448944104166892
GPT-4.1 mini,cloud,ag_news,53,direct_initial,test,eligible,release_revalidation_previously_seen,799,1.0,0,10,0.5769712140175219,0.7734668335419274,0.5769712140175219,0.6609234666595525,0.4022755619726079,0.4446771609922603,0.5769712140175219,0.7734668335419274,0.5769712140175219,0.6609234666595525,0.4022755619726079,0.4446771609922603
GPT-4.1 mini,cloud,ag_news,53,bertopic,test,eligible,release_revalidation_previously_seen,799,0.6971214017521903,242,19,0.3904881101376721,0.655819774718398,0.5068836045056321,0.5718127206909607,0.2038505674591465,0.4116134009971526,0.4703770197486535,0.7863554757630161,0.6068222621184919,0.6850210072368542,0.3663847252396657,0.5626316517416943
GPT-4.1 mini,cloud,ag_news,53,kmeans,test,eligible,release_revalidation_previously_seen,799,1.0,0,11,0.4605757196495619,0.8423028785982478,0.4605757196495619,0.5955186538408361,0.3557719301454329,0.5341360289314843,0.4605757196495619,0.8423028785982478,0.4605757196495619,0.5955186538408361,0.3557719301454329,0.5341360289314843
GPT-4.1 mini,cloud,ag_news,71,hybrid,test,eligible,release_revalidation_previously_seen,799,1.0,0,13,0.609511889862328,0.7922403003754693,0.609511889862328,0.6889661183622386,0.4645321966336649,0.4780245026261144,0.609511889862328,0.7922403003754693,0.609511889862328,0.6889661183622386,0.4645321966336649,0.4780245026261144
GPT-4.1 mini,cloud,ag_news,71,initial,test,eligible,release_revalidation_previously_seen,799,1.0,0,10,0.6207759699624531,0.7909887359198998,0.6207759699624531,0.6956212996742382,0.4712118799977443,0.4872588019168578,0.6207759699624531,0.7909887359198998,0.6207759699624531,0.6956212996742382,0.4712118799977443,0.4872588019168578
GPT-4.1 mini,cloud,ag_news,71,direct_hybrid,test,eligible,release_revalidation_previously_seen,799,1.0,0,13,0.5344180225281602,0.7246558197747184,0.6145181476846058,0.6650579579614705,0.3896066721998406,0.4147854617169924,0.5344180225281602,0.7246558197747184,0.6145181476846058,0.6650579579614705,0.3896066721998406,0.4147854617169924
GPT-4.1 mini,cloud,ag_news,71,direct_initial,test,eligible,release_revalidation_previously_seen,799,1.0,0,10,0.5444305381727159,0.723404255319149,0.6282853566958698,0.6724980299448384,0.3934845667687027,0.424659815772629,0.5444305381727159,0.723404255319149,0.6282853566958698,0.6724980299448384,0.3934845667687027,0.424659815772629
GPT-4.1 mini,cloud,ag_news,71,bertopic,test,eligible,release_revalidation_previously_seen,799,0.8585732165206508,113,13,0.5594493116395495,0.7496871088861077,0.6795994993742178,0.7129248688706769,0.4621547309007234,0.5315969555352946,0.6355685131195336,0.7696793002915452,0.7755102040816326,0.7725837504813245,0.5435829087886824,0.6041923905115978
GPT-4.1 mini,cloud,ag_news,71,kmeans,test,eligible,release_revalidation_previously_seen,799,1.0,0,13,0.3792240300375469,0.8685857321652065,0.3792240300375469,0.5279467940743382,0.300188760062223,0.5208122338311182,0.3792240300375469,0.8685857321652065,0.3792240300375469,0.5279467940743382,0.300188760062223,0.5208122338311182
Luna,luna,massive,37,hybrid,test,eligible,release_revalidation_previously_seen,360,0.95,18,22,0.6333333333333333,0.6694444444444444,0.6583333333333333,0.6638423988842399,0.4468929856761536,0.6808252398122594,0.6608187134502924,0.6900584795321637,0.6929824561403509,0.6915173769518935,0.476141544317491,0.7073037407985947
Luna,luna,massive,37,initial,test,eligible,release_revalidation_previously_seen,360,0.95,18,22,0.6333333333333333,0.6694444444444444,0.6583333333333333,0.6638423988842399,0.4468929856761536,0.6808252398122594,0.6608187134502924,0.6900584795321637,0.6929824561403509,0.6915173769518935,0.476141544317491,0.7073037407985947
Luna,luna,massive,37,direct_hybrid,test,eligible,release_revalidation_previously_seen,360,1.0,0,22,0.6722222222222223,0.7083333333333334,0.6916666666666667,0.6999007936507937,0.4517351130748929,0.6946876350333367,0.6722222222222223,0.7083333333333334,0.6916666666666667,0.6999007936507937,0.4517351130748929,0.6946876350333367
Luna,luna,massive,37,direct_initial,test,eligible,release_revalidation_previously_seen,360,1.0,0,22,0.6722222222222223,0.7083333333333334,0.6916666666666667,0.6999007936507937,0.4517351130748929,0.6946876350333367,0.6722222222222223,0.7083333333333334,0.6916666666666667,0.6999007936507937,0.4517351130748929,0.6946876350333367
Luna,luna,massive,37,bertopic,test,eligible,release_revalidation_previously_seen,360,0.7111111111111111,104,13,0.5166666666666667,0.5277777777777778,0.7,0.6018099547511311,0.2733095067762708,0.6256835514524454,0.67578125,0.69140625,0.88671875,0.7769763304455446,0.5820695095123043,0.8075259599487805
Luna,luna,massive,37,kmeans,test,eligible,release_revalidation_previously_seen,360,1.0,0,22,0.6305555555555555,0.7027777777777777,0.6472222222222223,0.6738568815729309,0.4932831263546686,0.7211971725955035,0.6305555555555555,0.7027777777777777,0.6472222222222223,0.6738568815729309,0.4932831263546686,0.7211971725955035
Luna,luna,bills,23,hybrid,test,eligible,release_revalidation_previously_seen,376,0.9388297872340424,23,25,0.425531914893617,0.4787234042553192,0.4547872340425531,0.4664484451718494,0.2513389138756142,0.4961991421472947,0.4504249291784702,0.4985835694050991,0.4844192634560906,0.4913993681168412,0.2749064894176813,0.5168944733499048
Luna,luna,bills,23,initial,test,eligible,release_revalidation_previously_seen,376,0.9388297872340424,23,24,0.425531914893617,0.4734042553191489,0.4547872340425531,0.46390904102908,0.2482008758333856,0.4910633967568309,0.4504249291784702,0.4929178470254957,0.4844192634560906,0.4886316048774479,0.2712205590130268,0.5114520209420952
Luna,luna,bills,23,direct_hybrid,test,eligible,release_revalidation_previously_seen,376,1.0,0,25,0.4468085106382978,0.4946808510638298,0.4787234042553192,0.4865713289152424,0.2710806791198641,0.5141938672020324,0.4468085106382978,0.4946808510638298,0.4787234042553192,0.4865713289152424,0.2710806791198641,0.5141938672020324
Luna,luna,bills,23,direct_initial,test,eligible,release_revalidation_previously_seen,376,1.0,0,24,0.449468085106383,0.4893617021276595,0.4813829787234042,0.4853395511512678,0.2674537303627815,0.5079046388431859,0.449468085106383,0.4893617021276595,0.4813829787234042,0.4853395511512678,0.2674537303627815,0.5079046388431859
Luna,luna,bills,23,bertopic,test,eligible,release_revalidation_previously_seen,376,1.0,0,2,0.1037234042553191,0.1037234042553191,0.9840425531914894,0.1876658169900639,0.0105860969210734,0.1098066181312095,0.1037234042553191,0.1037234042553191,0.9840425531914894,0.1876658169900639,0.0105860969210734,0.1098066181312095
Luna,luna,bills,23,kmeans,test,eligible,release_revalidation_previously_seen,376,1.0,0,24,0.3776595744680851,0.4335106382978723,0.4175531914893617,0.4253823138297872,0.1738932199041737,0.4488864874531465,0.3776595744680851,0.4335106382978723,0.4175531914893617,0.4253823138297872,0.1738932199041737,0.4488864874531465
Luna,luna,ag_news,23,hybrid,test,eligible,release_revalidation_previously_seen,799,1.0,0,15,0.5569461827284106,0.8410513141426783,0.5569461827284106,0.6701304114476131,0.4209192624046928,0.4833517154120462,0.5569461827284106,0.8410513141426783,0.5569461827284106,0.6701304114476131,0.4209192624046928,0.4833517154120462
Luna,luna,ag_news,23,initial,test,eligible,release_revalidation_previously_seen,799,1.0,0,15,0.5569461827284106,0.8410513141426783,0.5569461827284106,0.6701304114476131,0.4209192624046928,0.4833517154120462,0.5569461827284106,0.8410513141426783,0.5569461827284106,0.6701304114476131,0.4209192624046928,0.4833517154120462
Luna,luna,ag_news,23,direct_hybrid,test,eligible,release_revalidation_previously_seen,799,1.0,0,15,0.4956195244055069,0.8347934918648311,0.4956195244055069,0.6219721971372965,0.3555483171670382,0.4483312035395065,0.4956195244055069,0.8347934918648311,0.4956195244055069,0.6219721971372965,0.3555483171670382,0.4483312035395065
Luna,luna,ag_news,23,direct_initial,test,eligible,release_revalidation_previously_seen,799,1.0,0,15,0.4956195244055069,0.8347934918648311,0.4956195244055069,0.6219721971372965,0.3555483171670382,0.4483312035395065,0.4956195244055069,0.8347934918648311,0.4956195244055069,0.6219721971372965,0.3555483171670382,0.4483312035395065
Luna,luna,ag_news,23,bertopic,test,eligible,release_revalidation_previously_seen,799,0.5819774718397998,334,25,0.493116395494368,0.6933667083854819,0.6570713391739674,0.6747312732203484,0.3270373071145842,0.4446639410154409,0.6086021505376344,0.9225806451612903,0.6086021505376344,0.7333997825299022,0.6886657622517198,0.5845564665771262
Luna,luna,ag_news,23,kmeans,test,eligible,release_revalidation_previously_seen,799,1.0,0,15,0.376720901126408,0.8798498122653317,0.376720901126408,0.5275593495853881,0.3038841485301596,0.5060965777044019,0.376720901126408,0.8798498122653317,0.376720901126408,0.5275593495853881,0.3038841485301596,0.5060965777044019
Luna,luna,ag_news,71,hybrid,test,eligible,release_revalidation_previously_seen,799,1.0,0,17,0.44180225281602,0.8335419274092616,0.44180225281602,0.5775079497065149,0.3427624505061847,0.4510334223698853,0.44180225281602,0.8335419274092616,0.44180225281602,0.5775079497065149,0.3427624505061847,0.4510334223698853
Luna,luna,ag_news,71,initial,test,eligible,release_revalidation_previously_seen,799,1.0,0,17,0.44180225281602,0.8335419274092616,0.44180225281602,0.5775079497065149,0.3427624505061847,0.4510334223698853,0.44180225281602,0.8335419274092616,0.44180225281602,0.5775079497065149,0.3427624505061847,0.4510334223698853
Luna,luna,ag_news,71,direct_hybrid,test,eligible,release_revalidation_previously_seen,799,1.0,0,18,0.4668335419274093,0.804755944931164,0.4668335419274093,0.5908936367309531,0.318055487999319,0.4151946950266886,0.4668335419274093,0.804755944931164,0.4668335419274093,0.5908936367309531,0.318055487999319,0.4151946950266886
Luna,luna,ag_news,71,direct_initial,test,eligible,release_revalidation_previously_seen,799,1.0,0,18,0.4668335419274093,0.804755944931164,0.4668335419274093,0.5908936367309531,0.318055487999319,0.4151946950266886,0.4668335419274093,0.804755944931164,0.4668335419274093,0.5908936367309531,0.318055487999319,0.4151946950266886
Luna,luna,ag_news,71,bertopic,test,eligible,release_revalidation_previously_seen,799,0.8585732165206508,113,13,0.5594493116395495,0.7496871088861077,0.6795994993742178,0.7129248688706769,0.4621547309007234,0.5315969555352946,0.6355685131195336,0.7696793002915452,0.7755102040816326,0.7725837504813245,0.5435829087886824,0.6041923905115978
Luna,luna,ag_news,71,kmeans,test,eligible,release_revalidation_previously_seen,799,1.0,0,18,0.3078848560700876,0.8523153942428036,0.3078848560700876,0.4523615684654362,0.2339504039604726,0.479096904888115,0.3078848560700876,0.8523153942428036,0.3078848560700876,0.4523615684654362,0.2339504039604726,0.479096904888115
Luna,luna,bills,71,hybrid,test,eligible,release_revalidation_previously_seen,376,0.9388297872340424,23,20,0.4441489361702128,0.4654255319148936,0.4893617021276595,0.4770935814615065,0.2418460691062003,0.4657887777942369,0.4674220963172804,0.4844192634560906,0.5184135977337111,0.500840255437653,0.261622872463315,0.4850120215661376
Luna,luna,bills,71,initial,test,eligible,release_revalidation_previously_seen,376,0.9388297872340424,23,18,0.4388297872340425,0.4547872340425531,0.4920212765957447,0.4726721252689457,0.237232105300228,0.4576349321614095,0.461756373937677,0.4730878186968839,0.5240793201133145,0.4972798094257017,0.2562179899995306,0.4763977705521313
Luna,luna,bills,71,direct_hybrid,test,eligible,release_revalidation_previously_seen,376,1.0,0,20,0.5,0.523936170212766,0.5292553191489362,0.5265823124865677,0.3022563660660777,0.5249666522756739,0.5,0.523936170212766,0.5292553191489362,0.5265823124865677,0.3022563660660777,0.5249666522756739
Luna,luna,bills,71,direct_initial,test,eligible,release_revalidation_previously_seen,376,1.0,0,18,0.4734042553191489,0.4893617021276595,0.5319148936170213,0.5097517730496455,0.2849515183258021,0.5082519900576443,0.4734042553191489,0.4893617021276595,0.5319148936170213,0.5097517730496455,0.2849515183258021,0.5082519900576443
Luna,luna,bills,71,bertopic,test,eligible,release_revalidation_previously_seen,376,1.0,0,2,0.1037234042553191,0.1037234042553191,0.9840425531914894,0.1876658169900639,0.0105860969210734,0.1098066181312095,0.1037234042553191,0.1037234042553191,0.9840425531914894,0.1876658169900639,0.0105860969210734,0.1098066181312095
Luna,luna,bills,71,kmeans,test,eligible,release_revalidation_previously_seen,376,1.0,0,19,0.4335106382978723,0.4627659574468085,0.5319148936170213,0.4949368528842871,0.2574402333282442,0.5070546293991688,0.4335106382978723,0.4627659574468085,0.5319148936170213,0.4949368528842871,0.2574402333282442,0.5070546293991688
Luna,luna,massive,53,hybrid,test,eligible,release_revalidation_previously_seen,360,0.95,18,28,0.6527777777777778,0.7444444444444445,0.675,0.7080234833659491,0.5061559868025762,0.7144518806145933,0.6812865497076024,0.7690058479532164,0.7105263157894737,0.7386103598918244,0.5432457198408066,0.7421031626435785
Luna,luna,massive,53,initial,test,eligible,release_revalidation_previously_seen,360,0.95,18,28,0.6527777777777778,0.7444444444444445,0.675,0.7080234833659491,0.5061559868025762,0.7144518806145933,0.6812865497076024,0.7690058479532164,0.7105263157894737,0.7386103598918244,0.5432457198408066,0.7421031626435785
Luna,luna,massive,53,direct_hybrid,test,eligible,release_revalidation_previously_seen,360,1.0,0,28,0.6472222222222223,0.7805555555555556,0.6527777777777778,0.7109711455641688,0.5297249728599169,0.7329969231750567,0.6472222222222223,0.7805555555555556,0.6527777777777778,0.7109711455641688,0.5297249728599169,0.7329969231750567
Luna,luna,massive,53,direct_initial,test,eligible,release_revalidation_previously_seen,360,1.0,0,28,0.6472222222222223,0.7805555555555556,0.6527777777777778,0.7109711455641688,0.5297249728599169,0.7329969231750567,0.6472222222222223,0.7805555555555556,0.6527777777777778,0.7109711455641688,0.5297249728599169,0.7329969231750567
Luna,luna,massive,53,bertopic,test,eligible,release_revalidation_previously_seen,360,0.6416666666666667,129,14,0.4805555555555555,0.5,0.7805555555555556,0.6095444685466378,0.2424777235377771,0.620541131149462,0.6796536796536796,0.7012987012987013,0.8874458874458875,0.7834672139849251,0.5752285019416897,0.807154207374555
Luna,luna,massive,53,kmeans,test,eligible,release_revalidation_previously_seen,360,1.0,0,28,0.6027777777777777,0.7388888888888889,0.6027777777777777,0.6639291465378421,0.4517528172812172,0.7113055616135789,0.6027777777777777,0.7388888888888889,0.6027777777777777,0.6639291465378421,0.4517528172812172,0.7113055616135789
Luna,luna,sib200,71,hybrid,test,eligible,release_revalidation_previously_seen,140,0.9642857142857144,5,15,0.3857142857142857,0.55,0.3857142857142857,0.4534351145038168,0.1809316166288559,0.3941528861704191,0.4,0.5555555555555556,0.4,0.4651162790697674,0.1912501513114494,0.4043569116988109
Luna,luna,sib200,71,initial,test,eligible,release_revalidation_previously_seen,140,0.9642857142857144,5,15,0.3857142857142857,0.55,0.3857142857142857,0.4534351145038168,0.1809316166288559,0.3941528861704191,0.4,0.5555555555555556,0.4,0.4651162790697674,0.1912501513114494,0.4043569116988109
Luna,luna,sib200,71,direct_hybrid,test,eligible,release_revalidation_previously_seen,140,1.0,0,14,0.4642857142857143,0.6214285714285714,0.4642857142857143,0.531484962406015,0.2326180707114797,0.4475598523304574,0.4642857142857143,0.6214285714285714,0.4642857142857143,0.531484962406015,0.2326180707114797,0.4475598523304574
Luna,luna,sib200,71,direct_initial,test,eligible,release_revalidation_previously_seen,140,1.0,0,14,0.4642857142857143,0.6214285714285714,0.4642857142857143,0.531484962406015,0.2326180707114797,0.4475598523304574,0.4642857142857143,0.6214285714285714,0.4642857142857143,0.531484962406015,0.2326180707114797,0.4475598523304574
Luna,luna,sib200,71,bertopic,test,eligible,release_revalidation_previously_seen,140,0.0714285714285714,130,4,0.1857142857142857,0.1928571428571428,0.9285714285714286,0.3193812556869881,0.0022831912390524,0.0900554234413218,0.6,0.7,0.6,0.6461538461538462,0.16,0.5327732681874285
Luna,luna,sib200,71,kmeans,test,eligible,release_revalidation_previously_seen,140,1.0,0,14,0.3714285714285714,0.6071428571428571,0.3714285714285714,0.4608967674661105,0.1988693101848575,0.4459969087432276,0.3714285714285714,0.6071428571428571,0.3714285714285714,0.4608967674661105,0.1988693101848575,0.4459969087432276
Luna,luna,sib200,23,hybrid,test,eligible,release_revalidation_previously_seen,140,0.9642857142857144,5,15,0.3642857142857142,0.6071428571428571,0.3642857142857142,0.4553571428571428,0.200896538517155,0.4280412377328238,0.3777777777777777,0.6148148148148148,0.3777777777777777,0.4679933665008292,0.2130388302700736,0.4396852845114452
